label,text
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Trả lời email này.
ham,Please send me the report before Friday.
spam,TRÚNG một kỳ nghỉ dưỡng sang trọng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,một chiếc ô tô mới tinh MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
ham,bữa trưa sẽ bắt đầu lúc ngày mai.
spam,Your $1000 cash is ready to be shipped. Act fast!
spam,You have been selected for a special offer. Click here now!
spam,TRÚNG một thẻ quà tặng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,WIN a gift card now! Claim your free reward today!
spam,Your $500 is ready to be shipped. Call now!
ham,Cảm ơn vì đã giúp tôi với kiểm thử.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhận ngay tại đây!
spam,Chúc mừng! Bạn đã trúng 1000 đô la tiền mặt. Gọi ngay!
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Tôi sẽ đang họp vào vào thứ Hai.
spam,Urgent! Your account needs verification. Click this link.
spam,Chúc mừng! Bạn đã trúng một chiếc ô tô mới tinh. Nhận ngay tại đây!
ham,Tôi sẽ đi nghỉ mát vào tối nay.
spam,một chiếc ô tô mới tinh MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
spam,Congratulations! You have won $1000 cash. Reply to this email.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bài tập.
spam,Chúc mừng! Bạn đã trúng một chiếc iPhone mới. Click vào liên kết này.
ham,Bạn đã xem lại bản nháp thiết kế chưa?
spam,TRÚNG một chiếc iPhone mới ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Tôi sẽ làm việc ở nhà vào tuần sau.
ham,Can you call me when you finish lunch?
ham,bữa trưa sẽ bắt đầu lúc vào thứ Hai.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Hành động nhanh lên!
spam,Your a new iPhone is ready to be shipped. Click this link.
ham,Vui lòng gửi cho tôi mã nguồn trước thứ Hai.
spam,một phần thưởng miễn phí MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
ham,Let's schedule a appointment for on Monday.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhận ngay tại đây!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Trả lời email này.
spam,Chúc mừng! Bạn đã trúng 1000 đô la tiền mặt. Gọi ngay!
spam,Chúc mừng! Bạn đã trúng 1000 đô la tiền mặt. Nhấn vào đây ngay!
spam,một kỳ nghỉ dưỡng sang trọng MIỄN PHÍ đang chờ bạn. Click vào liên kết này.
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
spam,Ưu đãi có thời hạn! Nhận một phần thưởng miễn phí miễn phí! Click vào liên kết này.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 8 giờ sáng chứ?"
ham,hội nghị sẽ bắt đầu lúc ngày mai.
ham,Let's schedule a group meeting for tomorrow.
ham,Let's schedule a interview for this weekend.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với việc triển khai.
ham,Cảm ơn vì đã giúp tôi với bản báo cáo.
ham,Bạn đã xem lại hóa đơn chưa?
spam,Chúc mừng! Bạn đã trúng một phần thưởng miễn phí. Nhận ngay tại đây!
spam,Urgent! Your account needs verification. Reply to this email.
ham,Don't forget our conference next week.
spam,Limited time offer! Get $500 for free! Act fast!
ham,Vui lòng gửi cho tôi mã nguồn trước cuối tuần.
spam,Nhân đôi thu nhập! Học cách kiếm 50000 đô la dễ dàng. Nhấn vào đây ngay!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Nhấn vào đây ngay!
ham,Bạn có thể gọi cho tôi khi bạn có thời gian không?
ham,Let me know if you need help with the presentation.
spam,Urgent! Your account needs verification. Click here now!
spam,một chiếc iPhone mới của bạn đã sẵn sàng để giao. Truy cập trang web của chúng tôi.
ham,I will be available next week.
spam,Chúc mừng! Bạn đã trúng 1000 đô la tiền mặt. Đừng bỏ lỡ!
spam,Get 30% off on all products! Claim it here!
ham,Vui lòng gửi cho tôi báo cáo trước ngày mai.
ham,I will be available at 2 PM.
spam,Ưu đãi có thời hạn! Nhận một chiếc ô tô mới tinh miễn phí! Click vào liên kết này.
ham,Hãy lên lịch cho một lớp học vào vào thứ Hai.
spam,Urgent! Your account needs verification. Call now!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
spam,Kiếm tiền nhanh chóng! Kiếm 50000 đô la một tuần từ việc làm ở nhà.
spam,Make money fast! Earn $2500 a week from home.
spam,Congratulations! You have won a Bitcoin. Reply to this email.
ham,Bạn đã xem lại báo cáo tài chính chưa?
ham,Don't forget our meeting on Monday.
spam,một phần thưởng miễn phí của bạn đã sẵn sàng để giao. Click vào liên kết này.
ham,Bạn có thể gọi cho tôi khi bạn rảnh rỗi không?
spam,phiếu mua hàng trị giá 2000 đô la của bạn đã sẵn sàng để giao. Click vào liên kết này.
spam,Limited time offer! Get $500 for free! Act fast!
spam,Nhân đôi thu nhập! Học cách kiếm 1000 đô la dễ dàng. Trả lời email này.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Đừng bỏ lỡ!
spam,Nhân đôi thu nhập! Học cách kiếm 10000 đô la dễ dàng. Click vào liên kết này.
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
spam,một chiếc ô tô mới tinh của bạn đã sẵn sàng để giao. Đừng bỏ lỡ!
ham,Tôi sẽ bận vào chiều nay.
ham,Vui lòng gửi cho tôi đề xuất dự án trước ngày mai.
ham,Bạn có thể gọi cho tôi khi bạn có thời gian không?
spam,Get 99% off on all products! Act fast!
spam,phiếu mua hàng trị giá 2000 đô la của bạn đã sẵn sàng để giao. Click vào liên kết này.
spam,Kiếm tiền nhanh chóng! Kiếm 200 đô la một tuần từ việc làm ở nhà.
spam,Giảm giá 90% cho tất cả sản phẩm! Gọi ngay!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Truy cập trang web của chúng tôi.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với dự án của bạn.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bài thuyết trình.
ham,Đừng quên bữa tối của chúng ta vào cuối tuần này.
spam,Chúc mừng! Bạn đã trúng một chiếc iPhone mới. Hành động nhanh lên!
ham,Bạn đã xem lại bản nháp thiết kế chưa?
spam,TRÚNG 1000 đô la tiền mặt ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Tôi sẽ rảnh vào lát nữa.
spam,Nhân đôi thu nhập! Học cách kiếm 200 đô la dễ dàng. Nhấn vào đây ngay!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Hành động nhanh lên!
ham,Bạn có thể gọi cho tôi khi bạn có thời gian không?
spam,You have been selected for a special offer. Reply to this email.
spam,Kiếm tiền nhanh chóng! Kiếm 5000 đô la một tuần từ việc làm ở nhà.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lát nữa chứ?"
spam,You have been selected for a special offer. Reply to this email.
ham,Cảm ơn vì đã giúp tôi với việc triển khai.
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
ham,Cảm ơn vì đã giúp tôi với bản báo cáo.
ham,I will be busy this weekend.
ham,Bạn có thể gọi cho tôi khi bạn có thời gian không?
spam,Limited time offer! Get $1000 cash for free! Don't miss out!
spam,Urgent! Your account needs verification. Visit our website.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với dự án của bạn.
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
ham,lịch hẹn sẽ bắt đầu lúc lát nữa.
spam,phiếu mua hàng trị giá 2000 đô la của bạn đã sẵn sàng để giao. Đừng bỏ lỡ!
ham,Cảm ơn vì đã giúp tôi với việc triển khai.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Click vào liên kết này.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Hành động nhanh lên!
ham,Tôi sẽ làm việc ở nhà vào lúc 2 giờ chiều.
spam,TRÚNG một thẻ quà tặng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Chúc mừng! Bạn đã trúng một kỳ nghỉ dưỡng sang trọng. Click vào liên kết này.
ham,Did you review the invoice yet?
spam,FREE a luxury vacation waiting for you. Reply to this email.
ham,hội nghị sẽ bắt đầu lúc chiều nay.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với việc triển khai.
ham,Tôi sẽ bị ốm vào chiều nay.
ham,Did you review the meeting notes yet?
ham,Let's schedule a appointment for next week.
ham,Tôi sẽ đang họp vào chiều nay.
spam,một chiếc laptop miễn phí của bạn đã sẵn sàng để giao. Nhấn vào đây ngay!
spam,Limited time offer! Get a gift card for free! Visit our website.
spam,Chúc mừng! Bạn đã trúng một thẻ quà tặng. Truy cập trang web của chúng tôi.
spam,một Bitcoin MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
spam,Giảm giá 75% cho tất cả sản phẩm! Click vào liên kết này.
spam,Giảm giá 50% cho tất cả sản phẩm! Trả lời email này.
ham,Did you review the code yet?
spam,Giảm giá 50% cho tất cả sản phẩm! Hành động nhanh lên!
spam,Your a luxury vacation is ready to be shipped. Click here now!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với dự án của bạn.
spam,Kiếm tiền nhanh chóng! Kiếm 50000 đô la một tuần từ việc làm ở nhà.
ham,Hãy lên lịch cho một buổi họp nhóm vào vào thứ Hai.
spam,Ưu đãi có thời hạn! Nhận một chiếc laptop miễn phí miễn phí! Truy cập trang web của chúng tôi.
spam,FREE $500 waiting for you. Visit our website.
ham,Can you call me when you get to the office?
ham,Tôi sẽ vắng mặt vào lúc 8 giờ sáng.
spam,Giảm giá 90% cho tất cả sản phẩm! Click vào liên kết này.
ham,Tôi sẽ làm việc ở nhà vào cuối tuần này.
ham,I will be out of office at 8 AM.
ham,Vui lòng gửi cho tôi bản thuyết trình trước thứ Sáu.
ham,hội nghị sẽ bắt đầu lúc tuần sau.
spam,You have been selected for a special offer. Visit our website.
ham,Hãy lên lịch cho một bữa trưa vào lúc 8 giờ sáng.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Đừng bỏ lỡ!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Đừng bỏ lỡ!
spam,Kiếm tiền nhanh chóng! Kiếm 1000 đô la một tuần từ việc làm ở nhà.
spam,Chúc mừng! Bạn đã trúng một thẻ quà tặng. Nhấn vào đây ngay!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với kiểm thử.
ham,Bạn đã xem lại ghi chú cuộc họp chưa?
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với viết code.
spam,Congratulations! You have won a new iPhone. Call now!
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
ham,Hãy lên lịch cho một cuộc họp vào tuần sau.
ham,Bạn đã xem lại hóa đơn chưa?
ham,hội nghị sẽ bắt đầu lúc ngày mai.
spam,Congratulations! You have won a new iPhone. Reply to this email.
ham,Tôi sẽ đang họp vào lát nữa.
ham,buổi phỏng vấn sẽ bắt đầu lúc vào thứ Hai.
ham,Đừng quên hội nghị của chúng ta vào thứ Sáu tới.
spam,phiếu mua hàng trị giá 2000 đô la MIỄN PHÍ đang chờ bạn. Nhận ngay tại đây!
spam,Giảm giá 99% cho tất cả sản phẩm! Hành động nhanh lên!
ham,Thanks for helping me with your project.
ham,cuộc họp sẽ bắt đầu lúc vào thứ Hai.
spam,Nhân đôi thu nhập! Học cách kiếm 500 đô la dễ dàng. Click vào liên kết này.
spam,TRÚNG một chiếc laptop miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Ưu đãi có thời hạn! Nhận một chiếc laptop miễn phí miễn phí! Click vào liên kết này.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Truy cập trang web của chúng tôi.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
ham,I will be out of office next Friday.
ham,Đừng quên lớp học của chúng ta vào ngày mai.
ham,cuộc họp sẽ bắt đầu lúc cuối tuần này.
ham,Hãy lên lịch cho một hội nghị vào cuối tuần này.
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
spam,Double your income! Learn how to make $200 easily. Reply to this email.
ham,Tôi sẽ bị ốm vào vào thứ Hai.
ham,Cảm ơn vì đã giúp tôi với dự án của bạn.
ham,Tôi sẽ đi nghỉ mát vào lúc 2 giờ chiều.
ham,Thanks for helping me with testing.
spam,Nhân đôi thu nhập! Học cách kiếm 2500 đô la dễ dàng. Nhấn vào đây ngay!
ham,Vui lòng gửi cho tôi hóa đơn trước ngày mai.
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
ham,Let's schedule a class for at 2 PM.
spam,phiếu mua hàng trị giá 2000 đô la của bạn đã sẵn sàng để giao. Truy cập trang web của chúng tôi.
ham,Cảm ơn vì đã giúp tôi với ngân sách.
ham,cuộc họp sẽ bắt đầu lúc thứ Sáu tới.
spam,Kiếm tiền nhanh chóng! Kiếm 500 đô la một tuần từ việc làm ở nhà.
ham,Đừng quên bữa tối của chúng ta vào chiều nay.
ham,"Hello, are we still meeting this weekend?"
ham,Hãy lên lịch cho một lịch hẹn vào cuối tuần này.
spam,FREE $500 waiting for you. Click this link.
spam,Chúc mừng! Bạn đã trúng phiếu mua hàng trị giá 2000 đô la. Gọi ngay!
ham,Let me know if you need help with your project.
spam,You have been selected for a special offer. Reply to this email.
ham,Did you review the financial statement yet?
ham,Let me know if you need help with the deployment.
spam,Giảm giá 80% cho tất cả sản phẩm! Click vào liên kết này.
spam,FREE a new iPhone waiting for you. Click here now!
spam,Get 90% off on all products! Click this link.
spam,TRÚNG một kỳ nghỉ dưỡng sang trọng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,một chiếc laptop miễn phí MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
spam,một thẻ quà tặng của bạn đã sẵn sàng để giao. Trả lời email này.
spam,Ưu đãi có thời hạn! Nhận 500 đô la miễn phí! Trả lời email này.
spam,Chúc mừng! Bạn đã trúng một thẻ quà tặng. Click vào liên kết này.
ham,Bạn đã xem lại bài tập chưa?
ham,Bạn đã xem lại hóa đơn chưa?
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Truy cập trang web của chúng tôi.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Hành động nhanh lên!
ham,Đừng quên buổi họp nhóm của chúng ta vào thứ Sáu tới.
ham,Let me know if you need help with the budget.
spam,Double your income! Learn how to make $500 easily. Act fast!
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
spam,Giảm giá 50% cho tất cả sản phẩm! Đừng bỏ lỡ!
spam,1000 đô la tiền mặt MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tối nay chứ?"
spam,Giảm giá 20% cho tất cả sản phẩm! Đừng bỏ lỡ!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với viết code.
ham,Tôi sẽ đang họp vào lúc 8 giờ sáng.
spam,Get 80% off on all products! Don't miss out!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Hành động nhanh lên!
ham,Vui lòng gửi cho tôi bản nháp thiết kế trước thứ Ba.
spam,Make money fast! Earn $2500 a week from home.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Hành động nhanh lên!
spam,TRÚNG một thẻ quà tặng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,The appointment will begin next Friday.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với viết code.
ham,Can you call me when you wake up?
ham,Vui lòng gửi cho tôi bản thuyết trình trước thứ Năm.
spam,Chúc mừng! Bạn đã trúng một chiếc laptop miễn phí. Hành động nhanh lên!
ham,"Hello, are we still meeting tonight?"
spam,Chúc mừng! Bạn đã trúng một thẻ quà tặng. Nhấn vào đây ngay!
ham,Cảm ơn vì đã giúp tôi với kiểm thử.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tối nay chứ?"
ham,Tôi sẽ bận vào tối nay.
ham,The class will begin this weekend.
ham,Bạn đã xem lại bản nháp thiết kế chưa?
spam,Congratulations! You have won a gift card. Don't miss out!
spam,một phần thưởng miễn phí MIỄN PHÍ đang chờ bạn. Gọi ngay!
spam,Chúc mừng! Bạn đã trúng 500 đô la. Nhận ngay tại đây!
ham,Cảm ơn vì đã giúp tôi với bài thuyết trình.
ham,Hãy lên lịch cho một lịch hẹn vào cuối tuần này.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Truy cập trang web của chúng tôi.
spam,Urgent! Your account needs verification. Reply to this email.
ham,Hãy lên lịch cho một buổi họp nhóm vào ngày mai.
spam,Congratulations! You have won a luxury vacation. Reply to this email.
spam,Urgent! Your account needs verification. Visit our website.
spam,Giảm giá 80% cho tất cả sản phẩm! Trả lời email này.
spam,TRÚNG một kỳ nghỉ dưỡng sang trọng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Đừng quên lớp học của chúng ta vào vào thứ Hai.
ham,Don't forget our appointment at 8 AM.
spam,Your a free prize is ready to be shipped. Reply to this email.
ham,Cảm ơn vì đã giúp tôi với dự án của bạn.
spam,Chúc mừng! Bạn đã trúng một thẻ quà tặng. Hành động nhanh lên!
ham,Did you review the design draft yet?
spam,một chiếc ô tô mới tinh của bạn đã sẵn sàng để giao. Click vào liên kết này.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào thứ Sáu tới chứ?"
ham,Did you review the assignment yet?
ham,Vui lòng gửi cho tôi bản nháp thiết kế trước ngày mai.
spam,Kiếm tiền nhanh chóng! Kiếm 1000 đô la một tuần từ việc làm ở nhà.
spam,Chúc mừng! Bạn đã trúng 1000 đô la tiền mặt. Đừng bỏ lỡ!
spam,1000 đô la tiền mặt MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
ham,Bạn có thể gọi cho tôi khi bạn họp xong không?
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Click vào liên kết này.
spam,Chúc mừng! Bạn đã trúng một chiếc laptop miễn phí. Hành động nhanh lên!
ham,Tôi sẽ đi nghỉ mát vào tuần sau.
ham,Tôi sẽ làm việc ở nhà vào chiều nay.
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
spam,phiếu mua hàng trị giá 2000 đô la của bạn đã sẵn sàng để giao. Nhấn vào đây ngay!
ham,Bạn đã xem lại bản nháp thiết kế chưa?
ham,Bạn có thể gọi cho tôi khi bạn ăn trưa xong không?
ham,Let's schedule a class for tonight.
spam,Giảm giá 75% cho tất cả sản phẩm! Trả lời email này.
ham,"Hello, are we still meeting tomorrow?"
spam,Congratulations! You have won $500. Claim it here!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào cuối tuần này chứ?"
ham,Bạn đã xem lại mã nguồn chưa?
ham,"Chào bạn, chúng ta vẫn gặp nhau vào thứ Sáu tới chứ?"
ham,Let me know if you need help with the report.
spam,Chúc mừng! Bạn đã trúng phiếu mua hàng trị giá 2000 đô la. Click vào liên kết này.
ham,The interview will begin this afternoon.
ham,Đừng quên buổi phỏng vấn của chúng ta vào lúc 2 giờ chiều.
ham,Tôi sẽ rảnh vào tuần sau.
spam,Congratulations! You have won a gift card. Click here now!
spam,Chúc mừng! Bạn đã trúng một chiếc laptop miễn phí. Click vào liên kết này.
spam,Nhân đôi thu nhập! Học cách kiếm 50000 đô la dễ dàng. Hành động nhanh lên!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Click vào liên kết này.
spam,Giảm giá 20% cho tất cả sản phẩm! Trả lời email này.
spam,Congratulations! You have won a luxury vacation. Reply to this email.
ham,Cảm ơn vì đã giúp tôi với kiểm thử.
ham,Hãy lên lịch cho một buổi phỏng vấn vào tuần sau.
spam,một chiếc iPhone mới MIỄN PHÍ đang chờ bạn. Nhấn vào đây ngay!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Truy cập trang web của chúng tôi.
spam,FREE $1000 cash waiting for you. Claim it here!
ham,Vui lòng gửi cho tôi hóa đơn trước thứ Năm.
spam,Get 50% off on all products! Click this link.
ham,Bạn đã xem lại báo cáo tài chính chưa?
spam,Double your income! Learn how to make $1000 easily. Click this link.
ham,Did you review the report yet?
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Hành động nhanh lên!
spam,500 đô la MIỄN PHÍ đang chờ bạn. Truy cập trang web của chúng tôi.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 8 giờ sáng chứ?"
spam,FREE a luxury vacation waiting for you. Click here now!
spam,Chúc mừng! Bạn đã trúng một Bitcoin. Nhấn vào đây ngay!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào chiều nay chứ?"
spam,Ưu đãi có thời hạn! Nhận 1000 đô la tiền mặt miễn phí! Nhấn vào đây ngay!
spam,Urgent! Your account needs verification. Reply to this email.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bài thuyết trình.
ham,Đừng quên bữa trưa của chúng ta vào ngày mai.
ham,Cảm ơn vì đã giúp tôi với việc triển khai.
ham,Please send me the report before tomorrow.
ham,Did you review the design draft yet?
ham,Please send me the project proposal before tomorrow.
spam,Giảm giá 50% cho tất cả sản phẩm! Click vào liên kết này.
spam,một chiếc laptop miễn phí MIỄN PHÍ đang chờ bạn. Nhận ngay tại đây!
spam,Ưu đãi có thời hạn! Nhận phiếu mua hàng trị giá 2000 đô la miễn phí! Truy cập trang web của chúng tôi.
spam,một phần thưởng miễn phí của bạn đã sẵn sàng để giao. Trả lời email này.
ham,The meeting will begin next week.
ham,Vui lòng gửi cho tôi hóa đơn trước thứ Tư.
ham,Tôi sẽ vắng mặt vào vào thứ Hai.
spam,Kiếm tiền nhanh chóng! Kiếm 2500 đô la một tuần từ việc làm ở nhà.
spam,Make money fast! Earn $200 a week from home.
spam,TRÚNG một chiếc laptop miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Make money fast! Earn $50000 a week from home.
spam,Double your income! Learn how to make $50000 easily. Click this link.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhận ngay tại đây!
spam,Congratulations! You have won a free prize. Act fast!
spam,Ưu đãi có thời hạn! Nhận 1000 đô la tiền mặt miễn phí! Nhận ngay tại đây!
spam,Kiếm tiền nhanh chóng! Kiếm 50000 đô la một tuần từ việc làm ở nhà.
ham,Can you call me when you finish the meeting?
spam,Nhân đôi thu nhập! Học cách kiếm 5000 đô la dễ dàng. Trả lời email này.
ham,Did you review the code yet?
spam,Chúc mừng! Bạn đã trúng một kỳ nghỉ dưỡng sang trọng. Nhấn vào đây ngay!
spam,Nhân đôi thu nhập! Học cách kiếm 200 đô la dễ dàng. Click vào liên kết này.
spam,Congratulations! You have won $2000 shopping voucher. Click this link.
ham,Hãy lên lịch cho một hội nghị vào lúc 2 giờ chiều.
spam,Your a brand new car is ready to be shipped. Click this link.
spam,Kiếm tiền nhanh chóng! Kiếm 500 đô la một tuần từ việc làm ở nhà.
ham,Tôi sẽ đi nghỉ mát vào vào thứ Hai.
spam,Make money fast! Earn $5000 a week from home.
ham,Please send me the report before Wednesday.
ham,Tôi sẽ bận vào tuần sau.
ham,Tôi sẽ đi nghỉ mát vào tuần sau.
ham,Đừng quên cuộc họp của chúng ta vào thứ Sáu tới.
ham,Hãy lên lịch cho một hội nghị vào thứ Sáu tới.
ham,Đừng quên buổi họp nhóm của chúng ta vào lát nữa.
ham,I will be sick next Friday.
ham,Tôi sẽ đi nghỉ mát vào tuần sau.
spam,một phần thưởng miễn phí MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
ham,Let me know if you need help with the report.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tối nay chứ?"
ham,Let's schedule a dinner for tonight.
ham,Bạn đã xem lại đề xuất dự án chưa?
ham,Bạn đã xem lại báo cáo tài chính chưa?
spam,You have been selected for a special offer. Reply to this email.
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Truy cập trang web của chúng tôi.
spam,Kiếm tiền nhanh chóng! Kiếm 1000 đô la một tuần từ việc làm ở nhà.
ham,Please send me the project proposal before Wednesday.
ham,Did you review the invoice yet?
ham,Let's schedule a class for at 2 PM.
spam,Ưu đãi có thời hạn! Nhận 1000 đô la tiền mặt miễn phí! Truy cập trang web của chúng tôi.
spam,Chúc mừng! Bạn đã trúng một chiếc ô tô mới tinh. Nhấn vào đây ngay!
ham,Can you call me when you arrive home?
spam,Nhân đôi thu nhập! Học cách kiếm 5000 đô la dễ dàng. Trả lời email này.
ham,Tôi sẽ làm việc ở nhà vào lúc 8 giờ sáng.
ham,Vui lòng gửi cho tôi báo cáo trước thứ Sáu.
spam,Congratulations! You have won a luxury vacation. Don't miss out!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
spam,Ưu đãi có thời hạn! Nhận một chiếc ô tô mới tinh miễn phí! Gọi ngay!
spam,Ưu đãi có thời hạn! Nhận một chiếc iPhone mới miễn phí! Click vào liên kết này.
ham,Cảm ơn vì đã giúp tôi với bài tập.
ham,Bạn đã xem lại báo cáo tài chính chưa?
spam,TRÚNG một kỳ nghỉ dưỡng sang trọng ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,I will be available on Monday.
spam,You have been selected for a special offer. Claim it here!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào vào thứ Hai chứ?"
spam,Ưu đãi có thời hạn! Nhận một chiếc ô tô mới tinh miễn phí! Trả lời email này.
ham,Bạn đã xem lại đề xuất dự án chưa?
ham,buổi họp nhóm sẽ bắt đầu lúc chiều nay.
spam,một chiếc ô tô mới tinh của bạn đã sẵn sàng để giao. Gọi ngay!
ham,Bạn đã xem lại báo cáo tài chính chưa?
ham,Vui lòng gửi cho tôi bản nháp thiết kế trước ngày mai.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tối nay chứ?"
ham,Hãy lên lịch cho một hội nghị vào thứ Sáu tới.
spam,Double your income! Learn how to make $5000 easily. Act fast!
ham,Bạn đã xem lại bài tập chưa?
ham,Bạn đã xem lại hóa đơn chưa?
spam,Make money fast! Earn $5000 a week from home.
ham,Don't forget our lunch at 2 PM.
spam,WIN a new iPhone now! Claim your free reward today!
spam,WIN $2000 shopping voucher now! Claim your free reward today!
spam,Chúc mừng! Bạn đã trúng một chiếc laptop miễn phí. Click vào liên kết này.
spam,Double your income! Learn how to make $1000 easily. Call now!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Đừng bỏ lỡ!
ham,Can you call me when you arrive home?
ham,Hãy lên lịch cho một lớp học vào tối nay.
spam,Congratulations! You have won a gift card. Click here now!
ham,Đừng quên bữa trưa của chúng ta vào lát nữa.
spam,Kiếm tiền nhanh chóng! Kiếm 500 đô la một tuần từ việc làm ở nhà.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bài thuyết trình.
spam,Kiếm tiền nhanh chóng! Kiếm 10000 đô la một tuần từ việc làm ở nhà.
ham,Đừng quên lịch hẹn của chúng ta vào tối nay.
spam,Kiếm tiền nhanh chóng! Kiếm 5000 đô la một tuần từ việc làm ở nhà.
ham,The group meeting will begin tomorrow.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Đừng bỏ lỡ!
ham,Vui lòng gửi cho tôi mã nguồn trước thứ Năm.
ham,Let's schedule a dinner for this afternoon.
ham,Can you call me when you have time?
